Gene symbol	Shprmt1 /Scrmbl	Siprmt1 /Scrmbl	ShprmtOE /Scrmbl	ShprmtOE /Shprmt1	Scrmbl	Shprmt1	Siprmt1	ShprmtOE
HTR1D	1.331	0.719	1.120	0.841	0.475	0.887	0.000	0.638
SPTBN5	1.331	0.916	1.120	0.841	0.475	0.887	0.348	0.638
SCN1B	1.331	0.916	1.120	0.841	0.475	0.887	0.348	0.638
PCDHB12	1.331	1.112	1.120	0.841	0.475	0.887	0.629	0.638
PTK7	1.331	1.702	1.120	0.841	0.475	0.887	1.242	0.638
ANKRD20A3	1.331	1.309	1.120	0.841	0.475	0.887	0.863	0.638
RNU6-2	1.331	1.112	0.986	0.741	0.475	0.887	0.629	0.455
ITFG2	1.331	0.719	0.853	0.641	0.475	0.887	0.000	0.245
MSX2P1	1.331	0.719	0.719	0.541	0.475	0.887	0.000	0.000
PMS2	1.331	0.934	0.950	0.714	3.116	3.528	3.018	3.041
UQCRBP1	1.330	0.848	1.095	0.823	7.748	8.159	7.510	7.879
GFOD2	1.330	1.210	0.780	0.587	4.562	4.973	4.837	4.204
LYZ	1.330	1.660	1.993	1.499	8.464	8.876	9.195	9.459
MBNL2	1.330	2.830	1.446	1.087	4.041	4.453	5.542	4.573
GPR160	1.330	2.101	1.842	1.385	4.979	5.390	6.050	5.861
FOXRED1	1.329	0.673	0.877	0.660	5.307	5.718	4.737	5.119
SPRTN	1.329	1.000	1.703	1.281	3.200	3.610	3.200	3.968
IFITM3	1.329	3.509	3.225	2.426	8.253	8.663	10.064	9.942
DOCK7	1.329	2.217	1.878	1.413	3.220	3.630	4.369	4.129
MAT2A	1.329	0.658	1.068	0.803	7.511	7.921	6.908	7.606
HRASLS2	1.329	38.027	16.029	12.065	0.604	1.014	5.853	4.607
CADM1	1.329	1.556	2.000	1.505	0.604	1.014	1.242	1.604
SLC7A11-AS1	1.329	0.838	1.512	1.138	0.604	1.014	0.348	1.200
LOC494141	1.329	0.838	1.390	1.046	0.604	1.014	0.348	1.079
PCAT1	1.329	0.658	1.390	1.046	0.604	1.014	0.000	1.079
SLC25A34	1.329	1.197	1.268	0.954	0.604	1.014	0.863	0.946
LYPD1	1.329	0.658	1.268	0.954	0.604	1.014	0.000	0.946
CTAGE6	1.329	1.556	1.024	0.771	0.604	1.014	1.242	0.638
FTO-IT1	1.329	0.658	0.902	0.679	0.604	1.014	0.000	0.455
TNRC18P1	1.329	1.377	0.902	0.679	0.604	1.014	1.065	0.455
XRCC6P5	1.329	0.658	0.902	0.679	0.604	1.014	0.000	0.455
ZNF585B	1.329	1.197	0.780	0.587	0.604	1.014	0.863	0.245
PGC	1.329	0.658	0.780	0.587	0.604	1.014	0.000	0.245
HAS2	1.329	0.838	0.780	0.587	0.604	1.014	0.348	0.245
HAS2-AS1	1.329	0.838	0.780	0.587	0.604	1.014	0.348	0.245
CCDC151	1.329	0.838	0.658	0.495	0.604	1.014	0.348	0.000
SCARNA18	1.329	0.639	0.708	0.533	4.119	4.529	3.473	3.622
TPM3P9	1.328	0.478	0.957	0.721	4.130	4.539	3.066	4.067
NUP210	1.328	1.083	0.943	0.710	6.055	6.465	6.170	5.971
PTPN4	1.328	2.635	1.917	1.444	3.279	3.688	4.677	4.218
MTA3	1.328	1.059	1.154	0.869	3.279	3.688	3.362	3.485
FBXO32	1.328	3.543	2.194	1.652	3.298	3.707	5.123	4.432
SLC25A11	1.327	0.574	0.808	0.608	6.547	6.956	5.747	6.239
SETD7	1.327	0.850	1.266	0.954	4.748	5.156	4.514	5.088
PDZD8	1.327	2.887	2.075	1.563	6.275	6.683	7.804	7.328
C10orf76	1.327	0.967	1.524	1.148	4.213	4.621	4.164	4.820
AGPAT2	1.327	0.992	0.920	0.693	8.178	8.587	8.167	8.058
TRIM13	1.327	1.352	1.467	1.106	5.464	5.873	5.900	6.018
HAUS7	1.327	0.372	0.740	0.557	6.583	6.991	5.157	6.148
AFF4	1.327	2.601	1.886	1.421	5.947	6.355	7.326	6.862
CAB39L	1.327	1.765	2.404	1.812	0.722	1.130	1.542	1.988
SOWAHB	1.327	1.930	2.067	1.558	0.722	1.130	1.671	1.770
LOC101927069	1.327	1.930	1.955	1.473	0.722	1.130	1.671	1.689
CNIH2	1.327	1.599	1.730	1.304	0.722	1.130	1.400	1.513
ZNF10	1.327	1.103	1.618	1.219	0.722	1.130	0.863	1.416
GPR153	1.327	1.765	1.505	1.134	0.722	1.130	1.542	1.312
EMBP1	1.327	1.599	1.168	0.880	0.722	1.130	1.400	0.946
KLF12	1.327	1.765	1.168	0.880	0.722	1.130	1.542	0.946
ARHGAP33	1.327	1.599	1.056	0.796	0.722	1.130	1.400	0.800
ABCA3	1.327	0.606	0.831	0.626	0.722	1.130	0.000	0.455
CCNC	1.327	1.185	1.398	1.054	4.809	5.217	5.054	5.293
EXOC5	1.326	2.308	2.588	1.951	3.391	3.798	4.598	4.763
FIS1	1.326	0.647	0.718	0.541	5.518	5.926	4.891	5.040
MVP	1.326	1.045	1.273	0.960	5.776	6.184	5.839	6.125
PPP4R2	1.326	1.609	1.881	1.418	4.282	4.689	4.969	5.194
RAB3IP	1.326	1.958	2.093	1.578	5.790	6.197	6.759	6.855
SPRED1	1.326	0.785	1.433	1.081	4.301	4.708	3.952	4.820
MAVS	1.326	0.703	0.856	0.646	7.001	7.408	6.492	6.777
MCM10	1.326	0.926	1.300	0.981	6.024	6.431	5.913	6.403
COPB1	1.326	1.269	1.371	1.034	6.917	7.324	7.261	7.372
CARM1	1.325	0.685	0.834	0.629	7.317	7.723	6.770	7.055
AGAP11	1.325	1.636	3.375	2.546	0.832	1.238	1.542	2.586
FAR2P1	1.325	2.556	2.958	2.232	0.832	1.238	2.186	2.396
HSF4	1.325	1.176	2.750	2.074	0.832	1.238	1.065	2.291
SNAR-C3	1.325	1.022	1.812	1.367	0.832	1.238	0.863	1.689
CCDC171	1.325	1.636	1.604	1.210	0.832	1.238	1.542	1.513
EML6	1.325	0.715	1.187	0.895	0.832	1.238	0.348	1.079
LOC100506076	1.325	1.329	1.187	0.895	0.832	1.238	1.242	1.079
RPS2P32	1.325	1.176	1.083	0.817	0.832	1.238	1.065	0.946
HSPA2	1.325	1.176	0.979	0.738	0.832	1.238	1.065	0.800
TFAP2E	1.325	0.562	0.770	0.581	0.832	1.238	0.000	0.455
MBTPS2	1.325	1.789	1.796	1.355	3.511	3.917	4.350	4.355
USP15	1.325	2.337	2.290	1.729	3.527	3.933	4.752	4.723
CD63	1.325	0.667	0.843	0.636	10.431	10.837	9.847	10.184
LOC643201	1.324	3.955	3.048	2.302	0.933	1.339	2.917	2.541
SERPINB9	1.324	5.242	2.368	1.788	0.933	1.339	3.323	2.177
STOX2	1.324	3.383	2.271	1.715	0.933	1.339	2.692	2.117
VSIG2	1.324	1.239	2.077	1.568	0.933	1.339	1.242	1.988
ZNF497	1.324	1.667	1.689	1.275	0.933	1.339	1.671	1.689
CCDC170	1.324	2.096	1.592	1.202	0.933	1.339	2.001	1.604
CELF2	1.324	0.667	1.495	1.129	0.933	1.339	0.348	1.513
RANBP17	1.324	1.810	1.397	1.055	0.933	1.339	1.790	1.416
RYR1	1.324	0.667	1.300	0.982	0.933	1.339	0.348	1.312
TMSB15B	1.324	1.239	1.300	0.982	0.933	1.339	1.242	1.312
WISP2	1.324	0.810	1.203	0.909	0.933	1.339	0.629	1.200
ADAMTS8	1.324	1.096	0.815	0.615	0.933	1.339	1.065	0.638
DISP1	1.324	0.810	0.524	0.395	0.933	1.339	0.629	0.000
ZNF264	1.324	0.930	1.128	0.852	4.454	4.860	4.350	4.628
PSME2	1.324	1.194	1.212	0.916	7.587	7.992	7.843	7.865
KBTBD11	1.324	0.944	1.345	1.016	3.591	3.995	3.508	4.018
CEP89	1.324	1.420	1.022	0.772	3.591	3.995	4.097	3.622
SLC2A4RG	1.324	0.500	0.757	0.571	6.391	6.796	5.391	5.988
PTPN14	1.324	1.377	1.538	1.162	5.037	5.442	5.499	5.658
CCDC88C	1.324	1.360	1.506	1.138	5.443	5.847	5.887	6.034
NTAN1	1.323	1.330	0.948	0.716	6.027	6.431	6.439	5.950
ATP5S	1.323	1.079	0.891	0.673	3.652	4.056	3.761	3.485
MLLT4	1.323	2.138	1.388	1.049	5.477	5.881	6.573	5.950
SLC2A13	1.323	3.971	2.854	2.157	1.028	1.432	3.018	2.541
INE2	1.323	1.695	1.945	1.470	1.028	1.432	1.790	1.988
PDZD2	1.323	0.892	1.672	1.264	1.028	1.432	0.863	1.770
FCHO1	1.323	3.435	1.036	0.783	1.028	1.432	2.809	1.079
ZNRF2P1	1.323	0.892	0.854	0.645	1.028	1.432	0.863	0.800
AK5	1.323	0.624	0.763	0.577	1.028	1.432	0.348	0.638
SUSD4	1.323	1.561	0.581	0.439	1.028	1.432	1.671	0.245
FHOD3	1.323	1.829	0.490	0.371	1.028	1.432	1.899	0.000
PANK2	1.323	1.025	1.170	0.884	4.546	4.950	4.581	4.772
LAMTOR1	1.323	0.656	0.916	0.692	7.524	7.928	6.917	7.398
DCAF16	1.323	1.217	0.982	0.742	4.554	4.957	4.837	4.528
FBXO31	1.323	1.370	0.969	0.733	3.710	4.113	4.164	3.665
TNK2	1.323	0.891	0.833	0.630	7.999	8.403	7.832	7.735
PDHX	1.322	1.454	1.127	0.852	5.147	5.551	5.687	5.320
CAPN2	1.322	0.665	0.820	0.620	5.153	5.556	4.565	4.867
ERCC6-PGBD3	1.322	0.838	2.170	1.641	1.117	1.520	0.863	2.235
PRORSD1P	1.322	1.971	1.999	1.512	1.117	1.520	2.096	2.117
LRRC19	1.322	2.349	1.999	1.512	1.117	1.520	2.349	2.117
LOC729737	1.322	1.594	1.572	1.189	1.117	1.520	1.790	1.770
STARD9	1.322	1.468	1.572	1.189	1.117	1.520	1.671	1.770
SYT3	1.322	0.838	0.632	0.478	1.117	1.520	0.863	0.455
CDH3	1.322	1.599	0.920	0.696	5.875	6.278	6.552	5.756
PSIP1	1.321	2.466	1.500	1.135	5.647	6.050	6.950	6.232
ANGPTL4	1.321	44.487	3.821	2.892	1.201	1.603	6.677	3.135
STXBP4	1.321	1.029	2.209	1.672	1.201	1.603	1.242	2.345
ALG1L	1.321	0.672	1.402	1.061	1.201	1.603	0.629	1.689
PRKCE	1.321	2.097	1.322	1.000	1.201	1.603	2.270	1.604
USP27X-AS1	1.321	1.029	1.080	0.817	1.201	1.603	1.242	1.312
PMS2P2	1.321	0.910	0.999	0.756	1.201	1.603	1.065	1.200
THAP8	1.321	0.791	0.757	0.573	1.201	1.603	0.863	0.800
UTP23	1.321	1.698	1.971	1.492	4.726	5.128	5.491	5.705
TDG	1.321	0.528	1.115	0.844	5.998	6.399	5.078	6.155
GLG1	1.321	0.782	0.798	0.604	6.839	7.240	6.483	6.512
AGO4	1.321	2.961	1.560	1.181	3.898	4.299	5.464	4.539
JAK2	1.321	3.334	3.083	2.334	1.281	1.682	3.018	2.905
ZNF808	1.321	1.873	2.014	1.525	1.281	1.682	2.186	2.291
LINC00346	1.321	1.648	1.251	0.947	1.281	1.682	2.001	1.604
C12orf4	1.321	1.506	1.655	1.253	3.923	4.324	4.514	4.650
STX7	1.321	2.064	1.472	1.115	3.923	4.324	4.969	4.480
GYG2	1.320	0.885	0.838	0.635	6.050	6.451	5.873	5.795
NDUFS2	1.320	0.627	0.934	0.707	8.603	9.004	7.929	8.504
CD46	1.320	1.885	1.568	1.187	5.381	5.782	6.296	6.030
EXOC7	1.320	0.963	1.086	0.823	5.786	6.187	5.732	5.906
PRKRIR	1.320	1.287	1.698	1.286	4.868	5.268	5.232	5.632
BMF	1.320	8.712	4.302	3.260	1.356	1.756	4.479	3.461
CEP57L1	1.320	1.671	1.767	1.339	1.356	1.756	2.096	2.177
SNAR-G1	1.320	1.137	1.695	1.284	1.356	1.756	1.542	2.117
GDA	1.320	1.137	1.695	1.284	1.356	1.756	1.542	2.117
GPRASP2	1.320	1.457	1.115	0.845	1.356	1.756	1.899	1.513
SLFN11	1.320	1.884	1.043	0.790	1.356	1.756	2.270	1.416
ADAT1	1.320	0.713	1.051	0.796	3.995	4.396	3.508	4.067
GAK	1.320	0.690	0.901	0.683	6.957	7.357	6.420	6.806
FAM21A	1.320	0.800	0.906	0.687	5.434	5.834	5.112	5.293
TJAP1	1.319	1.026	1.272	0.964	4.918	5.318	4.956	5.265
SLC27A3	1.319	0.879	2.164	1.640	1.427	1.827	1.242	2.541
ZNF625-ZNF20	1.319	3.418	1.544	1.170	1.427	1.827	3.200	2.054
MIA	1.319	0.879	0.923	0.700	1.427	1.827	1.242	1.312
LOC729970	1.319	1.286	0.579	0.439	1.427	1.827	1.790	0.638
FARS2	1.319	0.853	1.093	0.829	4.075	4.475	3.846	4.204
ARHGEF3	1.319	1.133	0.941	0.714	5.523	5.922	5.702	5.435
FDXR	1.319	0.412	0.587	0.445	5.926	6.325	4.646	5.157
MARVELD3	1.319	1.137	1.011	0.767	6.240	6.640	6.425	6.257
FAM53B	1.319	1.146	0.964	0.731	5.543	5.942	5.739	5.490
TOP1	1.318	1.364	1.388	1.053	8.390	8.789	8.838	8.863
ATOX1	1.318	0.893	0.988	0.749	5.989	6.388	5.825	5.971
CARD14	1.318	1.080	1.093	0.829	1.560	1.959	1.671	1.689
GGA3	1.318	1.055	1.094	0.830	4.213	4.611	4.290	4.342
SYNJ2	1.318	1.439	1.387	1.052	5.099	5.497	5.624	5.571
RHOF	1.318	1.096	0.897	0.681	5.121	5.519	5.253	4.965
TCEAL8	1.318	1.413	1.186	0.900	5.126	5.524	5.624	5.372
PPP2R3B	1.318	0.826	0.782	0.593	4.253	4.651	3.977	3.898
LINC00657	1.318	1.311	1.454	1.103	7.203	7.601	7.594	7.743
MFSD9	1.317	0.660	0.944	0.717	4.301	4.699	3.702	4.218
PCBD2	1.317	0.716	0.860	0.652	4.301	4.699	3.818	4.083
SGK1	1.317	5.672	2.334	1.771	1.682	2.080	4.186	2.905
LOC284023	1.317	2.268	1.120	0.851	1.682	2.080	2.864	1.846
FOXR1	1.317	1.089	1.080	0.820	4.320	4.718	4.443	4.432
CASD1	1.317	1.608	0.966	0.733	1.740	2.137	2.425	1.689
UBE4A	1.317	0.643	0.971	0.738	6.991	7.388	6.354	6.949
IRF2	1.317	1.804	1.345	1.022	4.402	4.799	5.253	4.830
RAB6A	1.317	1.111	1.023	0.777	6.551	6.948	6.703	6.584
C19orf18	1.317	3.436	1.571	1.193	1.795	2.191	3.576	2.446
RAD51-AS1	1.317	1.626	1.036	0.787	1.795	2.191	2.496	1.846
GNL3L	1.316	0.391	0.639	0.485	7.399	7.796	6.044	6.752
WWP2	1.316	0.728	1.035	0.786	5.336	5.732	4.878	5.385
FEM1B	1.316	2.200	1.735	1.318	4.463	4.860	5.600	5.258
SLC41A2	1.316	1.947	1.669	1.268	1.848	2.244	2.809	2.586
BTN2A3P	1.316	1.416	1.154	0.876	1.848	2.244	2.349	2.054
AXIN2	1.316	0.809	0.690	0.524	1.848	2.244	1.542	1.312
KIF13A	1.316	1.128	1.318	1.002	5.377	5.773	5.551	5.775
MORF4L1	1.316	0.713	0.917	0.697	9.113	9.510	8.626	8.988
TCEAL4	1.316	1.865	1.322	1.004	8.290	8.686	9.188	8.692
PAXIP1-AS2	1.316	2.465	2.257	1.715	1.899	2.295	3.200	3.073
LIPT1	1.316	0.781	1.561	1.186	1.899	2.295	1.542	2.541
KMT2E-AS1	1.316	1.074	0.716	0.544	1.899	2.295	2.001	1.416
RFC3	1.316	0.842	1.007	0.766	5.965	6.361	5.717	5.976
UBAC1	1.316	0.799	0.783	0.595	6.934	7.330	6.610	6.581
FAXC	1.316	0.684	0.980	0.745	1.948	2.344	1.400	1.919
ARL6IP6	1.315	2.030	1.692	1.286	1.996	2.392	3.018	2.754
ZNF713	1.315	2.030	1.227	0.933	1.996	2.392	3.018	2.291
CXCR5	1.315	1.605	1.010	0.768	7.022	7.417	7.704	7.035
YIPF2	1.315	0.725	1.175	0.894	6.484	6.879	6.020	6.717
THRAP3	1.315	0.881	0.965	0.734	7.770	8.165	7.588	7.719
AGAP9	1.315	2.033	2.493	1.896	2.042	2.437	3.066	3.360
RAB6C	1.315	1.900	1.188	0.903	2.042	2.437	2.968	2.291
ADA	1.315	1.017	0.789	0.600	4.698	5.093	4.722	4.355
STAT5A	1.315	1.778	1.370	1.042	2.087	2.482	2.917	2.541
HLA-DMA	1.315	3.658	2.599	1.977	2.131	2.525	4.002	3.509
AVIL	1.315	0.977	1.837	1.398	2.131	2.525	2.096	3.008
ARL17B	1.315	1.413	1.033	0.786	2.131	2.525	2.629	2.177
ZNF717	1.314	1.675	1.497	1.139	2.173	2.567	2.917	2.754
GMPPA	1.314	0.580	0.847	0.644	4.836	5.230	4.050	4.596
CNNM3	1.314	0.615	0.972	0.739	5.731	6.125	5.030	5.690
CELSR3	1.314	1.641	1.959	1.491	2.254	2.648	2.968	3.224
NRG4	1.314	1.821	1.415	1.077	2.292	2.686	3.157	2.794
AGPAT4	1.314	1.393	1.416	1.078	2.330	2.724	2.809	2.832
N4BP3	1.313	1.464	1.164	0.886	2.367	2.760	2.917	2.586
SPDYE8P	1.313	2.152	0.913	0.695	2.367	2.760	3.473	2.235
RAB17	1.313	0.888	0.889	0.677	5.926	6.319	5.754	5.756
USP38	1.313	2.150	1.895	1.443	2.438	2.831	3.542	3.360
TRMT11	1.313	0.890	1.895	1.443	2.438	2.831	2.270	3.360
HIVEP3	1.313	1.394	1.108	0.844	2.438	2.831	2.917	2.586
COL9A3	1.313	1.041	0.698	0.531	2.438	2.831	2.496	1.919
CCT6P1	1.313	1.804	1.784	1.359	2.472	2.865	3.323	3.307
ZNF200	1.313	0.623	1.651	1.257	2.472	2.865	1.790	3.195
FAM50A	1.313	0.846	0.828	0.630	6.038	6.431	5.797	5.766
ZNF503-AS2	1.313	1.394	1.449	1.104	2.538	2.931	3.018	3.073
NPIPA1	1.313	2.559	1.948	1.484	2.570	2.963	3.926	3.532
ZNF805	1.313	1.380	2.029	1.545	2.601	2.994	3.066	3.622
FAM200A	1.313	1.425	1.540	1.173	2.601	2.994	3.112	3.224
SNORA81	1.312	3.041	1.523	1.160	5.249	5.642	6.854	5.856
CCDC42B	1.312	0.822	1.178	0.898	2.632	3.024	2.349	2.869
RIC8B	1.312	1.754	1.330	1.013	2.662	3.054	3.473	3.073
ST6GALNAC2	1.312	1.550	1.188	0.906	2.691	3.083	3.323	2.940
PDE3B	1.312	0.815	1.559	1.188	2.720	3.112	2.425	3.360
TGFBR1	1.312	1.246	1.584	1.207	2.748	3.140	3.066	3.412
DNAJC3	1.312	1.440	2.015	1.536	6.287	6.678	6.813	7.297
DHFRL1	1.312	1.661	1.554	1.184	2.776	3.167	3.508	3.412
GPR39	1.312	0.563	1.314	1.002	2.830	3.221	2.001	3.224
GGT1	1.312	0.525	0.767	0.584	2.830	3.221	1.899	2.446
RBM6	1.312	1.232	1.256	0.958	5.490	5.881	5.790	5.819
NIPSNAP1	1.312	1.396	1.294	0.987	5.539	5.930	6.020	5.910
ODF2L	1.311	2.381	1.874	1.429	2.956	3.347	4.208	3.861
KAZALD1	1.311	1.572	1.109	0.846	2.956	3.347	3.608	3.105
SHANK2	1.311	1.719	1.396	1.065	2.980	3.371	3.761	3.461
TERC	1.311	0.438	1.161	0.885	2.980	3.371	1.790	3.195
DNAJC2	1.311	1.441	1.693	1.291	5.621	6.012	6.148	6.381
PECR	1.311	2.100	1.027	0.783	3.003	3.394	4.074	3.041
ZNF500	1.311	1.487	0.980	0.748	3.003	3.394	3.576	2.975
ELF4	1.311	0.720	0.916	0.699	6.535	6.926	6.062	6.409
FBXO34	1.311	2.502	1.056	0.805	3.026	3.417	4.350	3.105
GPATCH3	1.311	1.448	1.188	0.907	3.137	3.528	3.671	3.386
EEA1	1.311	1.437	1.216	0.928	3.179	3.570	3.702	3.461
ZNF2	1.311	0.954	0.397	0.303	3.179	3.570	3.112	1.846
TYRO3	1.311	0.971	0.674	0.514	3.200	3.590	3.157	2.630
MUC1	1.311	2.056	1.281	0.977	7.961	8.351	9.000	8.317
SNRK	1.310	1.278	1.384	1.056	3.317	3.707	3.671	3.786
MASTL	1.310	2.627	2.370	1.809	3.373	3.763	4.766	4.618
SDHAF1	1.310	0.798	0.732	0.559	3.391	3.780	3.066	2.940
S100A16	1.310	0.607	0.762	0.581	7.450	7.840	6.730	7.057
SIK2	1.310	0.931	1.007	0.769	3.426	3.816	3.323	3.437
RAB28	1.310	0.984	1.219	0.931	3.460	3.850	3.437	3.747
TXNIP	1.310	5.685	3.193	2.437	7.916	8.306	10.424	9.591
NCK1	1.310	1.901	1.799	1.373	3.621	4.011	4.548	4.468
SPTBN1	1.310	0.997	1.106	0.844	8.655	9.044	8.650	8.800
NPIPB3	1.310	2.059	1.885	1.440	3.724	4.113	4.766	4.639
B3GLCT	1.310	0.540	0.968	0.740	3.752	4.141	2.864	3.706
CLMN	1.309	1.962	1.445	1.103	6.463	6.852	7.435	6.994
IDH3G	1.309	0.496	0.729	0.557	6.503	6.892	5.491	6.046
TIMM22	1.309	0.720	1.065	0.814	3.910	4.299	3.437	4.002
ENTPD4	1.309	1.442	1.110	0.848	4.053	4.441	4.581	4.204
HOOK1	1.309	1.742	2.417	1.847	4.193	4.581	4.993	5.466
IPO11-LRRC70	1.309	1.095	1.624	1.241	4.348	4.736	4.479	5.048
TUFM	1.309	0.496	0.854	0.653	7.945	8.334	6.934	7.718
SMAD2	1.309	1.102	1.441	1.101	4.505	4.893	4.646	5.031
CENPM	1.308	0.736	0.651	0.497	4.734	5.121	4.290	4.114
SLC25A25	1.308	1.064	1.005	0.768	4.775	5.163	4.864	4.782
ZNF689	1.308	1.008	1.128	0.862	4.906	5.294	4.917	5.080
LDLRAD2	1.308	0.673	0.858	0.656	7.608	7.995	7.036	7.386
HSPG2	1.308	0.676	0.874	0.668	7.616	8.004	7.051	7.421
CLTC	1.308	1.039	1.284	0.982	7.791	8.179	7.846	8.152
CASZ1	1.308	2.086	1.507	1.152	5.174	5.561	6.234	5.766
FLAD1	1.308	0.660	0.812	0.621	5.307	5.695	4.707	5.007
TMED10P1	1.308	1.124	1.244	0.951	5.390	5.778	5.559	5.705
RBFOX2	1.308	1.184	1.265	0.967	5.602	5.989	5.846	5.941
RIN1	1.308	0.697	0.717	0.548	5.666	6.053	5.146	5.186
MOGS	1.308	0.832	0.931	0.712	5.756	6.143	5.491	5.653
SLX1A-SULT1A3	1.308	1.419	1.258	0.962	5.974	6.361	6.479	6.305
ZNF609	1.307	1.727	1.102	0.843	6.765	7.152	7.553	6.905
NOM1	1.307	0.615	0.821	0.628	7.163	7.550	6.461	6.878
SYNRG	1.306	1.245	0.915	0.701	6.521	6.906	6.837	6.393
FCF1	1.306	0.831	0.984	0.754	6.448	6.833	6.181	6.425
HIF1AN	1.305	0.711	0.756	0.579	6.203	6.587	5.710	5.800
UGT8	1.305	1.264	1.263	0.968	5.891	6.275	6.229	6.228
MXD1	1.304	2.130	2.041	1.565	5.527	5.910	6.618	6.556
DHX40	1.304	1.844	1.288	0.987	5.514	5.897	6.397	5.879
MARCKS	1.304	1.206	1.121	0.860	6.657	7.040	6.927	6.822
MCM5	1.304	0.412	0.585	0.449	5.464	5.847	4.186	4.692
ATP6AP2	1.304	1.050	1.137	0.872	7.246	7.629	7.316	7.431
MYH10	1.304	1.257	1.017	0.780	6.537	6.920	6.868	6.561
EXOC3	1.304	0.822	0.736	0.565	6.409	6.791	6.125	5.967
RNF157	1.303	0.921	0.706	0.542	5.184	5.566	5.066	4.681
ZADH2	1.303	1.026	1.265	0.970	5.163	5.545	5.200	5.502
DHDDS	1.303	0.788	0.888	0.681	5.153	5.535	4.809	4.982
MAP7	1.303	1.544	1.250	0.959	5.037	5.419	5.664	5.359
ARHGEF11	1.303	1.387	1.002	0.769	4.918	5.300	5.391	4.921
SLC43A1	1.302	0.858	0.760	0.584	4.802	5.183	4.581	4.407
CHCHD10	1.302	0.766	1.001	0.769	9.438	9.818	9.053	9.439
PPP1R12A	1.302	2.272	2.124	1.632	4.669	5.049	5.853	5.756
HARS2	1.302	1.181	1.101	0.846	4.624	5.004	4.864	4.763
LACTB	1.301	1.934	1.731	1.330	4.521	4.901	5.473	5.313
MTERF4	1.301	0.531	0.763	0.587	4.488	4.868	3.576	4.099
CCDC137	1.301	0.578	0.755	0.580	7.212	7.591	6.420	6.806
PHPT1	1.300	0.359	0.633	0.487	6.565	6.944	5.089	5.906
GMDS	1.300	0.698	0.731	0.562	8.302	8.680	7.783	7.850
BBC3	1.300	1.261	1.281	0.985	6.086	6.465	6.420	6.443
STAG3L2	1.300	0.635	0.738	0.568	4.263	4.641	3.608	3.824
ASAP1	1.300	1.254	1.562	1.202	5.345	5.723	5.672	5.988
FAM107B	1.300	1.790	1.564	1.204	7.246	7.624	8.085	7.891
SYAP1	1.299	1.429	1.300	1.001	8.748	9.126	9.263	9.126
GPATCH8	1.299	0.974	0.742	0.571	6.943	7.321	6.904	6.512
RARS2	1.299	0.918	1.049	0.808	4.075	4.453	3.952	4.145
EHF	1.299	3.881	2.425	1.867	5.846	6.224	7.803	7.124
ZFYVE19	1.298	1.127	0.918	0.707	3.947	4.324	4.120	3.824
BCR	1.298	0.596	0.702	0.541	3.947	4.324	3.200	3.437
KIAA0196	1.298	1.250	1.297	1.000	3.885	4.261	4.208	4.261
CDKN3	1.298	0.870	1.047	0.806	5.037	5.414	4.837	5.103
DCTN5	1.298	0.368	0.784	0.604	6.716	7.092	5.274	6.365
NAT14	1.298	1.837	1.116	0.860	3.860	4.236	4.737	4.018
CUEDC1	1.298	1.724	1.303	1.004	4.997	5.373	5.783	5.379
PSME1	1.297	1.888	1.345	1.037	7.569	7.944	8.486	7.997
FAM173B	1.297	0.612	0.976	0.753	3.820	4.196	3.112	3.786
ADRA2C	1.297	0.669	0.532	0.410	3.780	4.155	3.200	2.869
FAM193A	1.296	0.963	1.041	0.803	5.473	5.847	5.419	5.531
GRN	1.296	1.539	1.128	0.871	7.812	8.186	8.434	7.986
WHAMMP1	1.296	0.826	0.808	0.624	3.559	3.933	3.284	3.252
DBT	1.295	2.428	1.692	1.306	3.543	3.917	4.823	4.302
ARHGEF10L	1.295	1.206	1.356	1.047	5.322	5.695	5.592	5.761
IPO9	1.295	1.085	1.320	1.019	6.784	7.157	6.901	7.184
TNIP2	1.295	0.487	0.794	0.613	5.288	5.661	4.250	4.956
NBPF8	1.294	1.948	2.112	1.631	3.426	3.798	4.388	4.504
KIF1C	1.294	0.509	0.718	0.555	7.881	8.253	6.908	7.404
ARHGEF38	1.294	2.409	1.701	1.314	3.408	3.780	4.677	4.175
UPF3A	1.294	1.586	1.718	1.328	4.546	4.917	5.211	5.326
GINS3	1.294	0.713	0.961	0.743	4.538	4.909	4.050	4.480
RNPEPL1	1.294	0.694	0.710	0.548	4.529	4.901	4.002	4.035
COX20	1.294	0.566	1.015	0.785	6.431	6.802	5.608	6.453
MSI2	1.294	0.712	0.769	0.594	3.354	3.726	2.864	2.975
NEK2	1.294	1.992	1.375	1.063	4.505	4.876	5.499	4.965
ZKSCAN3	1.294	0.829	0.925	0.715	3.336	3.707	3.066	3.224
VPS35	1.293	1.146	1.134	0.877	7.690	8.061	7.887	7.871
DUSP3	1.293	1.375	1.306	1.010	5.543	5.914	6.002	5.928
PKD1P6	1.293	2.378	1.553	1.201	3.298	3.669	4.548	3.933
ZFP91	1.293	1.136	0.761	0.588	4.446	4.817	4.630	4.051
HSP90B1	1.293	1.978	1.687	1.304	8.902	9.272	9.885	9.656
ITSN1	1.293	1.375	1.469	1.136	5.066	5.436	5.525	5.621
SLC25A6	1.293	0.324	0.582	0.450	9.904	10.275	8.279	9.123
